fixture,league,teams,goals,score
"{'id': 838325, 'referee': 'Dyorgines José Padovani Andrade', 'timezone': 'UTC', 'date': '2022-10-26T22:30:00+00:00', 'timestamp': 1666823400, 'periods': {'first': 1666823400, 'second': 1666827000}, 'venue': {'id': 218, 'name': 'Estádio Nilton Santos', 'city': 'Rio de Janeiro'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 34'}","{'home': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png', 'winner': True}, 'away': {'id': 794, 'name': 'RB Bragantino', 'logo': 'https://media.api-sports.io/football/teams/794.png', 'winner': False}}","{'home': 2, 'away': 1}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 2, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838326, 'referee': 'Ramon Abatti', 'timezone': 'UTC', 'date': '2022-10-27T00:45:00+00:00', 'timestamp': 1666831500, 'periods': {'first': 1666831500, 'second': 1666835100}, 'venue': {'id': 244, 'name': 'Estádio José Pinheiro Borda', 'city': 'Porto Alegre, Rio Grande do Sul'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 34'}","{'home': {'id': 119, 'name': 'Internacional', 'logo': 'https://media.api-sports.io/football/teams/119.png', 'winner': True}, 'away': {'id': 129, 'name': 'Ceara', 'logo': 'https://media.api-sports.io/football/teams/129.png', 'winner': False}}","{'home': 2, 'away': 1}","{'halftime': {'home': 0, 'away': 1}, 'fulltime': {'home': 2, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838327, 'referee': 'Flavio Rodrigues De Souza', 'timezone': 'UTC', 'date': '2022-10-27T22:00:00+00:00', 'timestamp': 1666908000, 'periods': {'first': 1666908000, 'second': 1666911600}, 'venue': {'id': 225, 'name': 'Estádio Governador Plácido Aderaldo Castelo', 'city': 'Fortaleza, Ceará'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 34'}","{'home': {'id': 154, 'name': 'Fortaleza EC', 'logo': 'https://media.api-sports.io/football/teams/154.png', 'winner': True}, 'away': {'id': 147, 'name': 'Coritiba', 'logo': 'https://media.api-sports.io/football/teams/147.png', 'winner': False}}","{'home': 3, 'away': 1}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 3, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838328, 'referee': 'Wagner do Nascimento Magalhaes', 'timezone': 'UTC', 'date': '2022-10-27T00:45:00+00:00', 'timestamp': 1666831500, 'periods': {'first': 1666831500, 'second': 1666835100}, 'venue': {'id': 240, 'name': 'Estádio de Hailé Pinheiro', 'city': 'Goiânia, Goiás'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 34'}","{'home': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png', 'winner': None}, 'away': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png', 'winner': None}}","{'home': 2, 'away': 2}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 2, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838329, 'referee': 'Luiz Flávio', 'timezone': 'UTC', 'date': '2022-10-27T23:00:00+00:00', 'timestamp': 1666911600, 'periods': {'first': 1666911600, 'second': 1666915200}, 'venue': {'id': 235, 'name': 'Arena Pantanal', 'city': 'Cuiabá, Mato Grosso'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 34'}","{'home': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png', 'winner': True}, 'away': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838330, 'referee': 'Braulio da Silva Machado', 'timezone': 'UTC', 'date': '2022-10-26T00:45:00+00:00', 'timestamp': 1666745100, 'periods': {'first': 1666745100, 'second': 1666748700}, 'venue': {'id': 10493, 'name': 'Arena da Baixada', 'city': 'Curitiba, Paraná'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 34'}","{'home': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png', 'winner': False}, 'away': {'id': 121, 'name': 'Palmeiras', 'logo': 'https://media.api-sports.io/football/teams/121.png', 'winner': True}}","{'home': 1, 'away': 3}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 3}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838331, 'referee': 'Bruno Arleu de Araujo', 'timezone': 'UTC', 'date': '2022-11-02T19:00:00+00:00', 'timestamp': 1667415600, 'periods': {'first': 1667415600, 'second': 1667419200}, 'venue': {'id': 206, 'name': 'Estádio Raimundo Sampaio', 'city': 'Belo Horizonte, Minas Gerais'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png', 'winner': True}, 'away': {'id': 119, 'name': 'Internacional', 'logo': 'https://media.api-sports.io/football/teams/119.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838332, 'referee': 'Ramon Abatti', 'timezone': 'UTC', 'date': '2022-11-03T00:30:00+00:00', 'timestamp': 1667435400, 'periods': {'first': 1667435400, 'second': 1667439000}, 'venue': {'id': None, 'name': 'Estadio Jornalista Mário Filho', 'city': 'Rio de Janeiro, Rio de Janeiro'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 127, 'name': 'Flamengo', 'logo': 'https://media.api-sports.io/football/teams/127.png', 'winner': False}, 'away': {'id': 131, 'name': 'Corinthians', 'logo': 'https://media.api-sports.io/football/teams/131.png', 'winner': True}}","{'home': 1, 'away': 2}","{'halftime': {'home': 0, 'away': 1}, 'fulltime': {'home': 1, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838333, 'referee': 'Braulio da Silva Machado', 'timezone': 'UTC', 'date': '2022-11-02T00:30:00+00:00', 'timestamp': 1667349000, 'periods': {'first': 1667349000, 'second': 1667352600}, 'venue': {'id': None, 'name': 'Estádio Cícero Pompeu de Toledo', 'city': 'São Paulo, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 126, 'name': 'Sao Paulo', 'logo': 'https://media.api-sports.io/football/teams/126.png', 'winner': None}, 'away': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png', 'winner': None}}","{'home': 2, 'away': 2}","{'halftime': {'home': 2, 'away': 1}, 'fulltime': {'home': 2, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838334, 'referee': 'Wilton Pereira Sampaio', 'timezone': 'UTC', 'date': '2022-11-03T00:30:00+00:00', 'timestamp': 1667435400, 'periods': {'first': 1667435400, 'second': 1667439000}, 'venue': {'id': 258, 'name': 'Allianz Parque', 'city': 'São Paulo, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 121, 'name': 'Palmeiras', 'logo': 'https://media.api-sports.io/football/teams/121.png', 'winner': True}, 'away': {'id': 154, 'name': 'Fortaleza EC', 'logo': 'https://media.api-sports.io/football/teams/154.png', 'winner': False}}","{'home': 4, 'away': 0}","{'halftime': {'home': 2, 'away': 0}, 'fulltime': {'home': 4, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838335, 'referee': 'Jean Pierre Goncalves Lima', 'timezone': 'UTC', 'date': '2022-10-31T22:00:00+00:00', 'timestamp': 1667253600, 'periods': {'first': 1667253600, 'second': 1667257200}, 'venue': {'id': 218, 'name': 'Estádio Nilton Santos', 'city': 'Rio de Janeiro'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png', 'winner': False}, 'away': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png', 'winner': True}}","{'home': 0, 'away': 2}","{'halftime': {'home': 0, 'away': 1}, 'fulltime': {'home': 0, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838336, 'referee': 'Marcelo de Lima Henrique', 'timezone': 'UTC', 'date': '2022-11-01T22:00:00+00:00', 'timestamp': 1667340000, 'periods': {'first': 1667340000, 'second': 1667343600}, 'venue': {'id': 248, 'name': 'Estádio Alfredo Jaconi', 'city': 'Caxias do Sul, Rio Grande do Sul'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 152, 'name': 'Juventude', 'logo': 'https://media.api-sports.io/football/teams/152.png', 'winner': False}, 'away': {'id': 147, 'name': 'Coritiba', 'logo': 'https://media.api-sports.io/football/teams/147.png', 'winner': True}}","{'home': 0, 'away': 1}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 0, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838337, 'referee': 'Raphael Claus', 'timezone': 'UTC', 'date': '2022-10-31T23:00:00+00:00', 'timestamp': 1667257200, 'periods': {'first': 1667257200, 'second': 1667260800}, 'venue': {'id': 225, 'name': 'Estádio Governador Plácido Aderaldo Castelo', 'city': 'Fortaleza, Ceará'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 129, 'name': 'Ceara', 'logo': 'https://media.api-sports.io/football/teams/129.png', 'winner': False}, 'away': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png', 'winner': True}}","{'home': 0, 'away': 1}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 0, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838338, 'referee': 'Anderson Daronco', 'timezone': 'UTC', 'date': '2022-11-01T22:00:00+00:00', 'timestamp': 1667340000, 'periods': {'first': 1667340000, 'second': 1667343600}, 'venue': {'id': 211, 'name': 'Estádio Antônio Accioly', 'city': 'Goiânia, Goiás'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png', 'winner': False}, 'away': {'id': 128, 'name': 'Santos', 'logo': 'https://media.api-sports.io/football/teams/128.png', 'winner': True}}","{'home': 2, 'away': 3}","{'halftime': {'home': 2, 'away': 1}, 'fulltime': {'home': 2, 'away': 3}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838339, 'referee': 'Wagner do Nascimento Magalhaes', 'timezone': 'UTC', 'date': '2022-11-01T22:00:00+00:00', 'timestamp': 1667340000, 'periods': {'first': 1667340000, 'second': 1667343600}, 'venue': {'id': 214, 'name': 'Estádio Aderbal Ramos da Silva', 'city': 'Florianópolis, Santa Catarina'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png', 'winner': False}, 'away': {'id': 794, 'name': 'RB Bragantino', 'logo': 'https://media.api-sports.io/football/teams/794.png', 'winner': True}}","{'home': 1, 'away': 2}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838340, 'referee': 'Leandro Vuaden', 'timezone': 'UTC', 'date': '2022-11-02T19:00:00+00:00', 'timestamp': 1667415600, 'periods': {'first': 1667415600, 'second': 1667419200}, 'venue': {'id': 10493, 'name': 'Arena da Baixada', 'city': 'Curitiba, Paraná'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 35'}","{'home': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png', 'winner': True}, 'away': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png', 'winner': False}}","{'home': 3, 'away': 2}","{'halftime': {'home': 3, 'away': 1}, 'fulltime': {'home': 3, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838341, 'referee': 'Leandro Vuaden', 'timezone': 'UTC', 'date': '2022-11-07T23:00:00+00:00', 'timestamp': 1667862000, 'periods': {'first': 1667862000, 'second': 1667865600}, 'venue': {'id': 234, 'name': 'Estádio Governador Magalhães Pinto', 'city': 'Belo Horizonte, Minas Gerais'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png', 'winner': False}, 'away': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png', 'winner': True}}","{'home': 0, 'away': 2}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 0, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838342, 'referee': 'Anderson Daronco', 'timezone': 'UTC', 'date': '2022-11-05T19:30:00+00:00', 'timestamp': 1667676600, 'periods': {'first': 1667676600, 'second': 1667680200}, 'venue': {'id': None, 'name': 'Estadio Jornalista Mário Filho', 'city': 'Rio de Janeiro, Rio de Janeiro'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png', 'winner': True}, 'away': {'id': 126, 'name': 'Sao Paulo', 'logo': 'https://media.api-sports.io/football/teams/126.png', 'winner': False}}","{'home': 3, 'away': 1}","{'halftime': {'home': 0, 'away': 1}, 'fulltime': {'home': 3, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838343, 'referee': 'Marcelo de Lima Henrique', 'timezone': 'UTC', 'date': '2022-11-04T22:00:00+00:00', 'timestamp': 1667599200, 'periods': {'first': 1667599200, 'second': 1667602800}, 'venue': {'id': 220, 'name': 'Estádio Nabi Abi Chedid', 'city': 'Bragança Paulista, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 794, 'name': 'RB Bragantino', 'logo': 'https://media.api-sports.io/football/teams/794.png', 'winner': False}, 'away': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png', 'winner': True}}","{'home': 1, 'away': 4}","{'halftime': {'home': 1, 'away': 3}, 'fulltime': {'home': 1, 'away': 4}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838344, 'referee': 'Bruno Arleu de Araujo', 'timezone': 'UTC', 'date': '2022-11-05T23:30:00+00:00', 'timestamp': 1667691000, 'periods': {'first': 1667691000, 'second': 1667694600}, 'venue': {'id': 11531, 'name': 'Neo Química Arena', 'city': 'São Paulo, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 131, 'name': 'Corinthians', 'logo': 'https://media.api-sports.io/football/teams/131.png', 'winner': True}, 'away': {'id': 129, 'name': 'Ceara', 'logo': 'https://media.api-sports.io/football/teams/129.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838345, 'referee': 'Caio Max Augusto Vieira', 'timezone': 'UTC', 'date': '2022-11-05T19:30:00+00:00', 'timestamp': 1667676600, 'periods': {'first': 1667676600, 'second': 1667680200}, 'venue': {'id': 255, 'name': 'Arena Barueri', 'city': 'Barueri, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 128, 'name': 'Santos', 'logo': 'https://media.api-sports.io/football/teams/128.png', 'winner': None}, 'away': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png', 'winner': None}}","{'home': 1, 'away': 1}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838346, 'referee': 'Flavio Rodrigues De Souza', 'timezone': 'UTC', 'date': '2022-11-06T00:00:00+00:00', 'timestamp': 1667692800, 'periods': {'first': 1667692800, 'second': 1667696400}, 'venue': {'id': 244, 'name': 'Estádio José Pinheiro Borda', 'city': 'Porto Alegre, Rio Grande do Sul'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 119, 'name': 'Internacional', 'logo': 'https://media.api-sports.io/football/teams/119.png', 'winner': True}, 'away': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png', 'winner': False}}","{'home': 2, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 2, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838347, 'referee': 'Luiz Flávio', 'timezone': 'UTC', 'date': '2022-11-06T19:00:00+00:00', 'timestamp': 1667761200, 'periods': {'first': 1667761200, 'second': 1667764800}, 'venue': {'id': 225, 'name': 'Estádio Governador Plácido Aderaldo Castelo', 'city': 'Fortaleza, Ceará'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 154, 'name': 'Fortaleza EC', 'logo': 'https://media.api-sports.io/football/teams/154.png', 'winner': None}, 'away': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png', 'winner': None}}","{'home': 1, 'away': 1}","{'halftime': {'home': 0, 'away': 1}, 'fulltime': {'home': 1, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838348, 'referee': 'Edina Alves Batista', 'timezone': 'UTC', 'date': '2022-11-04T22:00:00+00:00', 'timestamp': 1667599200, 'periods': {'first': 1667599200, 'second': 1667602800}, 'venue': {'id': 240, 'name': 'Estádio de Hailé Pinheiro', 'city': 'Goiânia, Goiás'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png', 'winner': True}, 'away': {'id': 152, 'name': 'Juventude', 'logo': 'https://media.api-sports.io/football/teams/152.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838349, 'referee': 'Braulio da Silva Machado', 'timezone': 'UTC', 'date': '2022-11-06T21:30:00+00:00', 'timestamp': 1667770200, 'periods': {'first': 1667770200, 'second': 1667773800}, 'venue': {'id': 235, 'name': 'Arena Pantanal', 'city': 'Cuiabá, Mato Grosso'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png', 'winner': None}, 'away': {'id': 121, 'name': 'Palmeiras', 'logo': 'https://media.api-sports.io/football/teams/121.png', 'winner': None}}","{'home': 1, 'away': 1}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838350, 'referee': 'Raphael Claus', 'timezone': 'UTC', 'date': '2022-11-06T19:00:00+00:00', 'timestamp': 1667761200, 'periods': {'first': 1667761200, 'second': 1667764800}, 'venue': {'id': 230, 'name': 'Estádio Major Antônio Couto Pereira', 'city': 'Curitiba, Paraná'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 36'}","{'home': {'id': 147, 'name': 'Coritiba', 'logo': 'https://media.api-sports.io/football/teams/147.png', 'winner': True}, 'away': {'id': 127, 'name': 'Flamengo', 'logo': 'https://media.api-sports.io/football/teams/127.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838351, 'referee': 'Bruno Arleu de Araujo', 'timezone': 'UTC', 'date': '2022-11-10T23:00:00+00:00', 'timestamp': 1668121200, 'periods': {'first': 1668121200, 'second': 1668124800}, 'venue': {'id': 234, 'name': 'Estádio Governador Magalhães Pinto', 'city': 'Belo Horizonte, Minas Gerais'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 37'}","{'home': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png', 'winner': True}, 'away': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png', 'winner': False}}","{'home': 3, 'away': 0}","{'halftime': {'home': 2, 'away': 0}, 'fulltime': {'home': 3, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
