id, name, firstname, lastname, age, birth, place, country, nationality, height, weight, injured, photo, team_id, team, team_logo, league_id, league, league_nationality, league_logo, league_nationality_flag, season, apps, lineups, minutes, number, position, rating, captain, subbed_in, subbed_out, bench, shots_total, shots_on, goals_total, goals_conceded, assists, saves, passes_total, passes_key, passes_accuracy, tackles_total, tackles_blocks, tackles_int, duels_total, duels_won, dribbles_att, dribbles_success, dribles_past, fouls_drawn, fouls_commited, cards_y, cards_yr, cards_r, pen_won, pen_commited, pen_scored, pen_missed, pen_saved 
 694,Marlos, Marlos, Romero Bonfim,34, 1988-06-07, São José dos Pinhais, Brazil, Ukraine, 174 cm, 77 kg, False, https://media.api-sports.io/football/players/694.png,134,Atletico Paranaense, https://media.api-sports.io/football/teams/134.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 6, 0, 146, None, Midfielder, 6.640000, False, 6, 0, 15, 1, 1, 0, 0, None, None, 55, 5, 8, 1, None, None, 13, 4, 2, 1, None, 1, committed: 1, 0, 0, 0, None, None, 0, 0, None
 701,Júnior Moraes, Aluísio Chaves, Ribeiro Moraes Júnior,36, 1987-04-04, Santos, Brazil, Ukraine, 176 cm, 70 kg, False, https://media.api-sports.io/football/players/701.png,131,Corinthians, https://media.api-sports.io/football/teams/131.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 9, 5, 404, None, Attacker, 6.575000, False, 4, 5, 8, 4, 2, 0, 0, None, None, 66, 1, 6, 4, 1, 2, 41, 14, 6, 1, None, 4, committed: 10, 1, 0, 0, None, None, 0, 0, None
 9342,William Matheus, William Matheus, da Silva,33, 1990-04-02, Rio de Janeiro, Brazil, Brazil, 187 cm, 80 kg, False, https://media.api-sports.io/football/players/9342.png,152,Juventude, https://media.api-sports.io/football/teams/152.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 14, 11, 907, None, Defender, 6.516666, False, 3, 2, 11, 3, 1, 0, 0, None, None, 330, 5, 21, 11, 3, 5, 70, 35, 7, 4, None, 5, committed: 12, 4, 0, 1, None, None, 0, 0, None
 9449,Júlio César, Júlio César, de Souza Santos,38, 1984-10-27, São Paulo, Brazil, Brazil, 186 cm, 82 kg, False, https://media.api-sports.io/football/players/9449.png,794,RB Bragantino, https://media.api-sports.io/football/teams/794.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Goalkeeper, None, False, 0, 0, 6, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, 0
 9902,Jailson Marcelino dos Santos, Jailson Marcelino, dos Santos,41, 1981-07-20, São José dos Campos, Brazil, Brazil, 187 cm, 95 kg, False, https://media.api-sports.io/football/players/9902.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 12, 12, 1080, None, Goalkeeper, 7.030000, False, 0, 0, 0, None, None, 0, 11, None, 35, 237, None, 15, None, None, None, 1, None, None, None, None, None, committed: None, 1, 0, 0, None, None, 0, 0, 0
 10050,J. Carli, Mauro Joel, Carli,37, 1986-10-19, Mar del Plata, Argentina, Argentina, 191 cm, 89 kg, False, https://media.api-sports.io/football/players/10050.png,120,Botafogo, https://media.api-sports.io/football/teams/120.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 5, 4, 365, None, Defender, 6.966666, False, 1, 0, 13, 3, None, 0, 0, None, None, 105, None, 22, 3, 1, 3, 22, 12, None, None, None, 1, committed: 2, 3, 0, 0, None, None, 0, 0, None
 10090,Dedé, Anderson, Vital da Silva,34, 1988-07-01, Volta Redonda, Brazil, Brazil, 193 cm, 87 kg, False, https://media.api-sports.io/football/players/10090.png,134,Atletico Paranaense, https://media.api-sports.io/football/teams/134.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 15, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 10094,Rodriguinho, Rodrigo Eduardo, Costa Marinho,35, 1988-03-27, Natal, Brazil, Brazil, 177 cm, 68 kg, False, https://media.api-sports.io/football/players/10094.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 33, 16, 1477, None, Midfielder, 6.659259, False, 17, 13, 20, 26, 13, 3, 0, 2, None, 385, 16, 11, 14, 1, 4, 181, 73, 37, 15, None, 17, committed: 14, 0, 0, 0, None, None, 0, 0, None
 10104,Frederico Chaves Guedes, Frederico, Chaves Guedes,39, 1983-10-03, Teófilo Otoni, Brazil, Brazil, 185 cm, 91 kg, False, https://media.api-sports.io/football/players/10104.png,124,Fluminense, https://media.api-sports.io/football/teams/124.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 6, 1, 125, None, Attacker, 6.666666, False, 5, 1, 8, 4, 2, 1, 0, None, None, 43, 1, 5, 1, None, None, 15, 7, 4, 3, None, None, committed: 2, 1, 0, 0, None, None, 0, 0, None
 10151,Diego Alves, Diego, Alves Carreira,38, 1985-06-24, Rio de Janeiro, Brazil, Brazil, 190 cm, 90 kg, False, https://media.api-sports.io/football/players/10151.png,127,Flamengo, https://media.api-sports.io/football/teams/127.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 5, 5, 425, None, Goalkeeper, 6.550000, False, 0, 1, 15, None, None, 0, 6, None, 8, 74, None, 17, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, 0
 10171,Diego, Diego, Ribas da Cunha,37, 1985-02-28, Ribeirão Preto, Brazil, Brazil, 174 cm, 78 kg, False, https://media.api-sports.io/football/players/10171.png,127,Flamengo, https://media.api-sports.io/football/teams/127.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 19, 11, 880, None, Midfielder, 6.700000, False, 8, 7, 23, 2, 1, 1, 0, None, None, 526, 5, 27, 19, 5, 9, 97, 53, 11, 11, None, 17, committed: 17, 3, 0, 0, None, None, 0, 0, None
 10277,Edinho, Edimo, Ferreira Campos,39, 1983-01-15, Niterói, Brazil, Brazil, 183 cm, 83 kg, False, https://media.api-sports.io/football/players/10277.png,124,Fluminense, https://media.api-sports.io/football/teams/124.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, None, None, None, None, Midfielder, None, False, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, None, None, None, None, None, None, None, None
 10301,Matheus Ferraz, Matheus, Ferraz Pereira,37, 1985-02-12, São José do Rio Pardo, Brazil, Brazil, 187 cm, 83 kg, False, https://media.api-sports.io/football/players/10301.png,124,Fluminense, https://media.api-sports.io/football/teams/124.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 3, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 10391,A. D&apos;Alessandro, Andrés Nicolás, DAlessandro,41, 1981-04-15, Buenos Aires, Argentina, Argentina, 174 cm, 68 kg, False, https://media.api-sports.io/football/players/10391.png,119,Internacional, https://media.api-sports.io/football/teams/119.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 1, 72, None, Midfielder, 7.700000, False, 0, 1, 0, 1, 1, 1, 0, None, None, 56, 3, 44, None, None, None, 6, 2, 1, 1, None, 1, committed: None, 1, 0, 0, None, None, 0, 0, None
 10410,Marcelo Boeck, Marcelo, Boeck,38, 1984-11-28, Vera Cruz, Brazil, Brazil, 190 cm, 89 kg, False, https://media.api-sports.io/football/players/10410.png,154,Fortaleza EC, https://media.api-sports.io/football/teams/154.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 13, 13, 1170, None, Goalkeeper, 6.891666, False, 0, 0, 24, None, None, 0, 18, None, 39, 237, None, 12, None, None, 1, 7, 6, None, None, None, None, committed: 1, 2, 0, 0, None, None, 0, 0, 0
 10505,André Felipe, André Felipe, Ribeiro de Souza,33, 1990-09-27, Cabo Frio, Brazil, Brazil, 184 cm, 77 kg, False, https://media.api-sports.io/football/players/10505.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 17, 10, 733, None, Attacker, 6.592857, False, 7, 10, 14, 7, 3, 3, 0, None, None, 112, 1, 5, 1, None, 2, 85, 31, 15, 5, None, 15, committed: 11, 2, 0, 0, None, None, 0, 0, None
 44481,Renato Chávez, Renato, de Araújo Chávez Júnior,32, 1990-05-04, São Paulo, Brazil, Brazil, 185 cm, 79 kg, False, https://media.api-sports.io/football/players/44481.png,152,Juventude, https://media.api-sports.io/football/teams/152.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 2, 2, 165, None, Defender, 6.600000, False, 0, 1, 3, 3, 2, 0, 0, None, None, 38, None, 14, 1, 1, 5, 8, 6, None, None, None, None, committed: 1, 0, 0, 0, None, None, 0, 0, None
 50571,Diego Rigonato, Diego, Rigonato Rodrigues,34, 1988-03-09, Sao Paulo, Brazil, Brazil, 175 cm, 76 kg, False, https://media.api-sports.io/football/players/50571.png,129,Ceara, https://media.api-sports.io/football/teams/129.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 7, 2, 203, None, Midfielder, 6.557142, False, 5, 2, 9, 3, 2, 0, 0, None, None, 72, 1, 6, 1, None, 6, 20, 11, None, None, None, 6, committed: 4, 1, 0, 0, None, None, 0, 0, None
 140451,Alexandre Melo, Alexandre, Melo Ribeiro da Silva,24, 1999-02-11, Rio de Janeiro, Brazil, Brazil, 180 cm, 80 kg, False, https://media.api-sports.io/football/players/140451.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 1, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 34,Filipe Luís, Filipe Luís, Kasmirski,38, 1985-08-09, Jaraguá do Sul, Brazil, Brazil, 181 cm, 77 kg, False, https://media.api-sports.io/football/players/34.png,127,Flamengo, https://media.api-sports.io/football/teams/127.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 10, 8, 636, None, Defender, 7.150000, False, 2, 3, 19, 2, None, 0, 0, None, None, 511, 8, 48, 20, 1, 10, 57, 37, 8, 5, None, 10, committed: 7, 1, 0, 0, None, None, 0, 0, None
 1562,Sidnei, Sidnei, Rechel da Silva Júnior,34, 1989-08-23, Alegrete, Brazil, Brazil, 185 cm, 80 kg, False, https://media.api-sports.io/football/players/1562.png,151,Goias, https://media.api-sports.io/football/teams/151.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 4, 4, 294, None, Defender, 6.550000, False, 0, 2, 4, 2, None, 0, 0, None, None, 72, None, 14, 3, 1, 6, 20, 11, 2, 1, None, 2, committed: 1, 1, 0, 0, None, None, 0, 0, None
 9863,Réver, Réver Humberto, Alves de Araújo,38, 1985-01-04, Ariranha, Brazil, Brazil, 192 cm, 85 kg, False, https://media.api-sports.io/football/players/9863.png,1062,Atletico-MG, https://media.api-sports.io/football/teams/1062.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 15, 10, 941, None, Defender, 6.909090, False, 5, 1, 26, 3, 1, 1, 0, None, None, 607, 1, 53, 9, 5, 10, 58, 37, 1, 1, None, 5, committed: 8, 2, 0, 0, None, None, 0, 0, None
 9876,Fábio Santos, Fábio, Santos Romeu,38, 1985-09-16, São Paulo, Brazil, Brazil, 179 cm, 76 kg, False, https://media.api-sports.io/football/players/9876.png,131,Corinthians, https://media.api-sports.io/football/teams/131.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 22, 17, 1567, None, Defender, 6.750000, False, 5, 5, 17, 5, 4, 3, 0, None, None, 843, 5, 40, 16, 5, 13, 100, 54, 6, 2, None, 12, committed: 9, 4, 0, 0, None, None, 1, 0, None
 10005,J. Copete, Jonathan, Copete Valencia,36, 1988-01-23, Cali, Colombia, Colombia, 187 cm, 78 kg, False, https://media.api-sports.io/football/players/10005.png,145,Avai, https://media.api-sports.io/football/teams/145.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 7, 3, 278, None, Attacker, 6.533333, False, 4, 3, 12, 6, 2, 0, 0, None, None, 46, 3, 5, 5, None, 2, 37, 14, 4, 1, None, 2, committed: 5, 1, 0, 0, None, None, 0, 0, None
 10047,Diego Loureiro, Diego, Terra Loureiro,25, 1998-07-28, Rio de Janeiro, Brazil, Brazil, 190 cm, 90 kg, False, https://media.api-sports.io/football/players/10047.png,144,Atletico Goianiense, https://media.api-sports.io/football/teams/144.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 2, 2, 180, None, Goalkeeper, 7.000000, False, 0, 0, 5, None, None, 0, 2, None, 8, 51, None, 15, None, None, None, 1, 1, None, None, None, 1, committed: None, 0, 0, 0, None, None, 0, 0, 0
 10231,Henrique, Henrique Adriano, Buss,37, 1986-10-14, Marechal Cândido Rôndon, Brazil, Brazil, 185 cm, 84 kg, False, https://media.api-sports.io/football/players/10231.png,147,Coritiba, https://media.api-sports.io/football/teams/147.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 18, 18, 1616, None, Defender, 6.968750, False, 0, 0, 12, 10, 4, 0, 0, None, None, 734, 4, 41, 20, 25, 21, 88, 44, 2, None, None, 5, committed: 13, 5, 0, 1, None, None, 0, 0, None
 10339,Daniel Guedes, Daniel, Guedes da Silva,30, 1994-04-02, São Paulo, Brazil, Brazil, 178 cm, 70 kg, False, https://media.api-sports.io/football/players/10339.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 14, 9, 797, None, Defender, 6.653846, False, 5, 6, 19, 3, None, 0, 0, 4, None, 276, 13, 19, 13, 2, 11, 87, 34, 24, 10, None, 5, committed: 10, 3, 0, 0, None, None, 0, 0, None
 10437,Wellington Paulista, Wellington, Pereira do Nascimento,40, 1983-04-22, São Paulo, Brazil, Brazil, 183 cm, 80 kg, False, https://media.api-sports.io/football/players/10437.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 19, 2, 505, None, Attacker, 6.622222, False, 17, 3, 23, 13, 5, 2, 0, None, None, 104, 1, 4, 2, 1, None, 46, 19, 1, 1, None, 7, committed: 12, 1, 0, 0, None, None, 1, 0, None
 77848,Kazu, Gabriel Kazu, Rossato Yanagu,24, 1999-06-09, None, Brazil, Brazil, 180 cm, 72 kg, False, https://media.api-sports.io/football/players/77848.png,145,Avai, https://media.api-sports.io/football/teams/145.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 0, 3, None, Midfielder, None, False, 1, 0, 4, None, None, 0, 0, None, None, 6, None, 5, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 78727,Aloísio, Aloísio, dos Santos Gonçalves,35, 1988-06-19, Araranguá, Brazil, China PR, 176 cm, 89 kg, False, https://media.api-sports.io/football/players/78727.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 22, 10, 947, None, Attacker, 6.685000, False, 12, 9, 16, 21, 13, 4, 0, 1, None, 178, 9, 5, 12, None, 4, 118, 38, 10, 3, None, 16, committed: 31, 5, 0, 0, None, None, 1, 0, None
 197072,Cléber, Cléber, Bomfim de Jesus,27, 1996-10-22, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/197072.png,129,Ceara, https://media.api-sports.io/football/teams/129.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 21, 12, 983, None, Attacker, 6.916666, False, 9, 12, 14, 29, 15, 4, 0, None, None, 214, 14, 7, 11, 1, 2, 162, 77, 15, 9, None, 4, committed: 31, 5, 1, 0, None, None, 0, 0, None
 278343,Ed Carlos, Ed Carlos, de Arruda Amorim,23, 2001-03-19, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/278343.png,128,Santos, https://media.api-sports.io/football/teams/128.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 6, 3, 260, None, Midfielder, 6.960000, False, 3, 3, 7, 1, None, 0, 0, 1, None, 149, 6, 20, 5, None, None, 17, 11, 2, 2, None, None, committed: 2, 0, 0, 0, None, None, 0, 0, None
 294680,Kevin Malthus, Kevin, Malthus de Sousa Ribeiro,21, 2003-01-11, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/294680.png,128,Santos, https://media.api-sports.io/football/teams/128.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Midfielder, None, False, 0, 0, 0, None, None, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, None, None, None
 304768,David, Antônio David, Souza de Araújo,20, 2004-02-08, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/304768.png,129,Ceara, https://media.api-sports.io/football/teams/129.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 0, 10, None, Defender, 6.700000, False, 1, 0, 6, None, None, 0, 0, None, None, 1, 1, 1, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 311276,Carlos Daniel, Carlos Daniel, de Medeiros Silva,21, 2002-01-23, None, Brazil, Brazil, 173 cm, 78 kg, False, https://media.api-sports.io/football/players/311276.png,1062,Atletico-MG, https://media.api-sports.io/football/teams/1062.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 2, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 327012,Caio Matheus, Caio Matheus, da Silva,20, 2004-02-19, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/327012.png,126,Sao Paulo, https://media.api-sports.io/football/teams/126.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Attacker, None, False, 0, 0, 2, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 363703,Keder, Keder Junior, Marques da Cunha,20, 2004-02-13, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/363703.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Midfielder, None, False, 0, 0, 0, None, None, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, None, None, None
 385252,Murilo, Francisco Murilo, de Sousa Almeida,19, 2005-01-24, None, Brazil, Brazil, 181 cm, 84 kg, False, https://media.api-sports.io/football/players/385252.png,134,Atletico Paranaense, https://media.api-sports.io/football/teams/134.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Midfielder, None, False, 0, 0, 1, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 400032,Guilherme Gehring, Guilherme, Gehring,19, 2005-05-09, None, Brazil, Brazil, 180 cm, 73 kg, False, https://media.api-sports.io/football/players/400032.png,152,Juventude, https://media.api-sports.io/football/teams/152.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 0, 5, None, Midfielder, None, False, 1, 0, 1, None, None, 0, 0, None, None, 2, None, 2, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 1218,E. Rigoni, Emiliano Ariel, Rigoni,31, 1993-02-04, Colonia Caroya, Argentina, Argentina, 180 cm, 74 kg, False, https://media.api-sports.io/football/players/1218.png,126,Sao Paulo, https://media.api-sports.io/football/teams/126.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 11, 1, 236, None, Midfielder, 6.710000, False, 10, 1, 18, 2, None, 0, 0, None, None, 109, 6, 8, 6, None, 2, 40, 18, 11, 4, None, 3, committed: 5, 0, 0, 0, None, None, 0, 0, None
 9585,Elton, Elton, Rodrigues Brandão,39, 1985-08-01, Iramaia, Brazil, Brazil, 185 cm, 84 kg, False, https://media.api-sports.io/football/players/9585.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 8, 2, 292, None, Attacker, 6.820000, False, 6, 2, 9, 5, 2, 1, 0, None, None, 60, 5, 9, 1, None, None, 40, 19, 1, None, None, 5, committed: 5, 1, 0, 0, None, None, 1, 0, None
 9832,Paulão, Paulo Marcos, de Jesus Ribeiro,38, 1986-02-25, Salvador, Brazil, Brazil, 187 cm, 82 kg, False, https://media.api-sports.io/football/players/9832.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 14, 8, 717, None, Defender, 6.400000, False, 6, 1, 29, 5, 1, 0, 0, None, None, 200, 1, 16, 1, 4, 8, 43, 26, 1, None, None, 1, committed: 6, 1, 1, 0, None, None, 0, 0, None
 9895,Leandrinho, Leandro Henrique, do Nascimento,26, 1998-10-11, Ribeirão Claro, Brazil, Brazil, 174 cm, 66 kg, False, https://media.api-sports.io/football/players/9895.png,794,RB Bragantino, https://media.api-sports.io/football/teams/794.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Attacker, None, False, 0, 0, 0, None, None, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, None, None, None
 9955,Éverton, Éverton, Cardoso da Silva,36, 1988-12-11, Nortelândia, Brazil, Brazil, 173 cm, 74 kg, False, https://media.api-sports.io/football/players/9955.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 7, 5, 405, None, Attacker, 6.650000, False, 2, 5, 3, 1, None, 1, 0, None, None, 113, 2, 20, 6, None, 2, 42, 21, 4, 2, None, 8, committed: 8, 2, 0, 0, None, None, 0, 0, None
 10015,Nino Paraíba, Severino do Ramo, Clementino da Silva,38, 1986-01-10, Rio Tinto, Brazil, Brazil, 168 cm, 62 kg, False, https://media.api-sports.io/football/players/10015.png,129,Ceara, https://media.api-sports.io/football/teams/129.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 33, 25, 2216, None, Defender, 6.970000, False, 8, 7, 9, 11, 3, 1, 0, 1, None, 769, 36, 19, 39, 3, 38, 263, 142, 63, 27, None, 41, committed: 32, 11, 0, 0, None, None, 0, 0, None
 10084,Egídio, Egídio, de Araújo Pereira Júnior,38, 1986-06-16, Rio de Janeiro, Brazil, Brazil, 175 cm, 69 kg, False, https://media.api-sports.io/football/players/10084.png,147,Coritiba, https://media.api-sports.io/football/teams/147.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 21, 13, 1254, None, Defender, 6.810526, False, 8, 4, 17, 8, 5, 1, 0, 1, None, 466, 19, 19, 30, 2, 14, 123, 71, 17, 14, None, 17, committed: 12, 1, 0, 1, None, None, 0, 0, None
 10230,Danilo Avelar, Danilo Fernando, Avelar,35, 1989-06-09, Paranavaí, Brazil, Brazil, 185 cm, 76 kg, False, https://media.api-sports.io/football/players/10230.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 19, 10, 859, None, Defender, 6.787500, False, 9, 6, 17, 15, 4, 0, 0, 2, None, 271, 6, 12, 12, 5, 14, 116, 61, 4, 2, None, 7, committed: 20, 2, 0, 0, None, None, 0, 0, None
 10382,Uendel, Uendel, Pereira Gonçalves,36, 1988-10-08, Araranguá, Brazil, Brazil, 179 cm, 73 kg, False, https://media.api-sports.io/football/players/10382.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 16, 15, 1322, None, Defender, 6.800000, False, 1, 3, 1, 6, 2, 1, 0, 1, None, 496, 11, 29, 15, None, 7, 72, 43, 9, 6, None, 6, committed: 8, 0, 0, 0, None, None, 0, 0, None
 10409,Max Walef, Max Walef, Araújo da Silva,31, 1993-10-23, Teresina, Brazil, Brazil, 185 cm, 84 kg, False, https://media.api-sports.io/football/players/10409.png,154,Fortaleza EC, https://media.api-sports.io/football/teams/154.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 5, 5, 450, None, Goalkeeper, 6.475000, False, 0, 0, 6, None, None, 0, 5, None, 9, 72, None, 13, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, 0
